content;label
Aku menemukan 2 bug. Yang pertama saat unggah threads dengan lampiran foto resolusi tinggi, threads tidak terunggah padahal koneksi data unggahnya berjalan, dan itu dibarengi dengan aplikasi lag bahkan sampai forceclose. Dan yang kedua saat copy teks selain huruf alphabet (seperti huruf arab, Thailand, aksara jawa), aplikasi akan mengalami lag hingga kemudian forceclose. Untuk pengembang, tolong optimalkan lagi karena beberapa apl META mempunyai masalah sama terhadap kompresi media foto & video.;negatif
Aplikasi threads ini merupakan aplikasi yang mirip sekali dengan Twitter yah, hampir mirip hampir menyerupai Twitter yah, hehehe tapi aplikasi ini menurut saya pribadi sangatlah berguna bagi para penggunanya, karena aplikasi ini tuh bisa bermanfaat baik bagi masyarakat di negara kita maupun dari luar negeri sana.;positif
Permulaan bagus ada saingan aplikasi burung. Namun masih ada beberapa bug seperti mau nulis sesuatu terkadang keyboard seperti error, tulisan kehapus sendiri, padahal normal, lalu orang2 yang mengikuti terkadang ilang pas di refresh muncul kembali, fitur hastag atau tagarnya tidak bisa di klik, mungkin gaada fitur itu, sarannya adain biar mempermudah akses yg lagi trend sepeti di aplikasi burung. Tks.;positif
Sedikit saran beberapa fitur buat aplikasi ini.. mungkin bisa di optimalkan fitur zoom foto. Soalnya kadang susah klo mau liat foto gabisa di zoom.. terus mungkin tambahin Hastag (#) juga. Biar orang klo mau nulis caption tertentu bisa dijangkau lebih luas. Terus... Klo emang mau disamakan dengan Twitter, ada 2 tab beranda. Seperti Following dan For You. Oh! Sama satu lagi.. Tambahin opsi media berupa Galeri bawaan di bagian post tweet. Jadi supaya orang gampang milih foto di dalam galeri .;positif
pengalaman harii kedua setelah unduh threads, masih kurang handal untuk lampirkan foto atau vidio dengan file ukuran besar, belum dikompresi, jadinya gagal terunggah setelah beberapa kali mencoba, hapuslah akhirnya, karena cukup menganggu saat open threads berikutnya. Mungkin ini salah satu yang harus diperbaiki di aplikasi bin sofwarenya. sedangkan hal lainnya belum menemukan, jadi untuk saat awal cukuplah kasih 4 bintang;positif
Aplikasi udah baik. Namun, saya menemukan bug ketika akan membuat thread. Dimana ketika saya pindahkan kursor ke kata awal yang udah ditulis dan ingin mengganti kursor error tidak mau spasi ataupun ditambah huruf. Tolong juga perbaiki tampilannya agar lebih enak dilihat. Tambah juga mode gelap. Dan juga buatkan menu pemilahan antara bukan following dan following Sekian;netral
Masih banyak kurangnya 🤧 gk ada translate,, Terus yg lewat di beranda kebanyakan centang biru semua,, gk ada fitur light mode & dark mode, kirim pesan,, #trending,, mau komen plus pake foto malah error / gagal terkirim,, Minimal perbaiki bug juga & kurangnya fitur Threads;negatif
Wow !!! Bagus sekali aplikasi baru ini. Saya merasa aplikasi ini lay out nya seperti Twitter . Saya baru install aplikasi ini hari ini, karena di Instagram ada yang sudah menginstalnya. Lalu saya penasaran dan langsung menginstalnya juga.;positif
selama saya coba, aplikasinya bagus sih gampang dipakai karena UInya simpel dan juga daftarnya pake akun Instagram yang udah ada jadi ga ribet. Cuma kalo bisa sih ditambahin fitur save gambar biar ga repot-repot buat screeshot terus crop manual.;positif
Fiturnya bagus banget, trs seru kyk Instagram;positif
fiturnya kurang banyak, terus isi timelinenya ga sesuai sama minat.;netral
Senang banget, karena bisa dijadikan album digital untuk masa depan. Harus tetap bertahan ya sampai kapan pun. Semangat berinovasi developer🌟;positif
Tambahin fitur unduh foto atau video. Bisa menggunakan lebih dari satu akun dalam satu apk. Tambahin fitur zoom foto. Tambahin hastag [#].;positif
aplikasinya bagus banget semoga tambah bagus terus;positif
Setelah di perbarui ko malah gk bisa menampilkan berita terbaru tolong segera di perhatikan dan sangat lambat / lelet;positif
simple bagi aku pengguna yang masih kurang paham cara main nya threads, tapi mau belajar pasti bisa⭐⭐⭐⭐⭐;positif
Kemarin masih bagus, sekarang aplikasinya sering force closed sendiri. Masih banyak fitur-fitur yang harus ditambahkan seperti tagar, trending, bookmark, simpan foto, dan direct message. Serta yang paling utama filter agar algoritma bisa mempersonalisasi apa yang menjadi interest kita. Semoga makin berkembang.;positif
ini threads kenapa ga bisa up vid dengan durasi 3 menitan?? mau upload susah loh buat dokumentasi, tolong diperbaiki. udh bagus walau copy 😂;netral
Aplikasi tidak berjalan dengan baik di smartphone saya dengan Android 9. Aplikasi seperti gagal untuk me-render setiap pergerakan animasi, jadi tampilan dalam aplikasi terlihat bertumpuk. Hal itu terjadi baik saat scrolling maupun berpindah halaman di aplikasi.;negatif
Cukup menarik sih sebagai alternatif twitter, login nya jg sangat simple . . . Animasi saat open close foto/video jg asik fluid jg . . . Mudah² an di kasih opsi biar video tdk run otomatis jd lebih hemat kuota & jg saran dr sy lebih enak klo saat di like postingan, foto video tinggal double klik kyk instagram udh cukup mantap buat app ini . . .;positif
Mantap, hanya saja karena belum familiar bagi netizen atau pengguna IG, jd blm byk pengikut atau org yg berinteraksi. Masih sepi. Padahal fiturnya mirip2 FB, bagus jg;positif
puas dengan segala fasilitas yang ada thanks threads;positif
durasi vidio n kualitas di perpanjang n frame yg tinggi;positif
Sangat tidak jelas fungsi nya;negatif
Belum begitu memahaminya, tapi coba support bintang';positif
bagus, tambahin fitur lagi kaya twitter;positif
tingkatin lagi setingannya;positif
Sangat membatu ,Trimakasih byk aplikasi Thre3ads;positif
Tidak profesional, standar ganda;negatif
Bagus sih tapi. Lebih bagus ada juga versi lite nya;positif
masi banyak yang kurang klo disebut bisa berjejer jejer;netral
Aplikasi baru yang pasti di buka tiap waktu ,, connect ke instagram jadi gak perlu repot cari teman ,, nice 👍;positif
Postingan orang yg tidak kita ikuti muncul di beranda secara random itu ganggu banget! X is better.;negatif
Awal yang bagus utk pertama kali, tapi setelah beberapa kali update sungguh di sayangkan terlalu banyak Bug, hingga memakan banyak memori;negatif
Aplikasinya sudah cukup bagus bagiku walaupun masih dalam pengembangan, semoga terus tetap bagus.👉😊👈;positif
Mantapss, tingkatin lagi min performanya, masih ada sedikit bug;positif
tolong tambahkan fitur terjemahkan otomatis , terima kasih.;negatif
kalau mau bersaing sama X, fitur fitur-fiturnya minimal disamakan dan menyeluruh;netral
Kok setelah di update, tab mengikutinya jadi hilang....;netral
Aplikasinya perlu di perbaiki lagi, tambah fitur penerjemah bahasa.;positif
enggak bisa login, pilihan login hanya tersedia ketika kita memiliki instagram, maksa kita harus install instagram dan bikin akun instagram dulu, uninstall;negatif
Sangat berguna dan informatif serta bermanfaat guna kemajuan era digital;positif
Semoga makin baik ya aplikasinya, biar bisa moveon juga dari aplikasi burung biru hehehe;positif
Terlalu banyak apk sosial media, klw mau bikin apk yg unik dikit apa biar berbeda sama yg lain.;negatif
Tolong batasi postingan gambar dan video. Supaya Threads menjadi sosial media berbasis Teks yg seru dan menyenangkan.;netral
Saya harap ada fitur untuk menghapus followers. Selain dari itu fitur lainnya cukup menarik untuk dinikmati.;netral
Mau ngasih saran dikit hehehe, mohon dikasih fitur untuk bisa ngesave video maupun foto🙏;positif
sedikit lebih plong di apk Threads, ketika mau bercerita tp tidak punya teman untuk bercerita. Threads lah tempat curhat ternyaman ku.;positif
salah satu apk fav tapi msh ada bug yg mengganggu..mohon diperbaiki untuk kedepannya;netral
Tolong search engine na dibuat seperti Twiter, agar lebih gampang lihat post orang lain, Dan fitur trending nya masih kosong;positif
Membuat status dan menulisnya Saya suka aplikasi thread dari instagram Membagikan setiap momen Sungguh luar biasa !!!;positif
Threads cukup bagus, tapi tidak bisa meng edit Stts yg salah dlm mengetik;positif
sngt memuaskan,,dan pelayanan juga ramah,,dan gampang d pahami penjelasan nya;positif
aplikasi bagus kontennya bisa di saring, gak kayak sebelah centang biru berbayar😂😂;positif
Pemberitahuan 1 bulan yang lalu dan baru daftar hari ini hasil nya dapat @100j+ sampai kan nunggu nya aduh;positif
Sudah bagus, namun ukuran aplikasi ini terlalu besar dan masih sering terjadi bug;negatif
Aplikasinya sudah bagus, untuk kedepannya tolong dong tambahin fitur hastag;positif
Aplikasinya jelek banget. Kalo mau menghapus akun Threads, pengguna harus menghapus akun Instagram dulu🤦‍♀️;negatif
Tolong tambah mode gelap dong,sma fitur supaya bisa save video;positif
Cukup saran tolong threads tidak cuma berupa aplikasi di mobile tetapi juga ada di versi web;positif
Minta tolong kepada pihak threads.untuk lencana threads yang berada pada akun instagram ketika bisa disembunyikan harusnya bisa dikembalikan lagi!;positif
Tambahkan fitur mode gelap sama bisa like postingan dengan ketuk 2x;positif
Tolong dikasih fitur edit dong saat udah dipublish, biar kalau typo ga perlu hapus dan aplud ulang threads.. kan lelah.;positif
Tombol 'postingkan' tetlalu dekat dgn huruf ujung ketika tulis komentar, sehingga kerap lom selesai komentar sudah terposting karena tak sengaja kepencet tombol 'postingkan';positif
Udah diperbarui tapi kok fitur barunya gak muncul, jadi males buka threads;netral
Masih enakkan twitter, bisa simpan foto ke galeri langsung gak harus salin link.;netral
kenapa kalau ga sengaja belum ke kirim atau gagal ngirim post ga ada masuk ke draft? mana lupaan lagi;negatif
Aplikasinya sudah bagus cuma ada yang kurang saran saya sih berikan beberapa fitur yang lain seperti translate, dan untuk menyimpan gambar ataupun vidio yang paling penting sih translate nya aja min. -salah satu pengguna treads :);netral
sementara tiga bintang dulu, krn ini baru blajar aplikasi ini, sementara lumayan bagus gak ribet ,,;netral
pendapat aku ini bagus sih kaya Facebook... buat unggah foto nya bagus disini gak seburam kaya di Facebook cuma gak bisa buat balas pesan ya. dan aku hapus kembali karena malas kebanyakan aplikasi gak penting 😅;positif
Aku kasih bintang 3 dulu semoga bisa diperbaiki kedepannya, catatanku : belum ada fitur translate, beranda masih campur aduk padahal tidak memfollow, tidak ada tema untuk tampilan dark mode, fitur auto following dihilangkan saja, ada pilihan untuk hapus akun, tidak ada bookmark Semoga jadi perhatian terimakasih;netral
Aplikasi baru liris, masih ada banyak bug dan kendala server seperti buffering homepage yang terlalu lama padahal sudah clear data cache dan jaringan stabil, saat mau searching hanya muncul tampilan akun saja tidak ada postingan apapun selain akun orang, memang aplikasi ini mirip Twitter tapi fiturnya masih kurang drastis sebenarnya tidak masalah asalkan tidak ada batasan atau close server.;positif
lumayan bagus untuk aplikasi sosmed yang baru rilis, cuma masih ada yang harus diperbaiki 1. harusnya ada opsi auto play video yang bisa dimatikan biar hemat kuota 2. tidak ada fitur dm 3. interface yang biasa saja 4. ini yang bikin kalah jauh sama twitter yaitu fitur trending topik yang gak ada di threads.;negatif
Ketika di scroll semua content terulang seperti ketika anda berhasil memenangkan permainan solitaire pada windows xp mungkin mark ingin membuat efek motion blur atau apa saya tidak tahu, bug ini hilang jika saya membuka recent app saya dan menutupnya kembali namun bug ini akan tetap ada ketika saya menscroll halaman;negatif
Aplikasi nya udh bagus tapi ada beberapa fitur yang ditambahkan, seperti fitur untuk save foto, futur translate, dan fitur agar dapat membuat lebih dari satu akun. Menurut saya fitur ini harus ada, jika nanti sudah ada fitur-fitur tersebut baru nanti dikasih bintang lima;positif
sumpah nih apk bagus banget, cuma tampilannya aja kurang oke menurut ku. 1. Tombol Like koment dan share nya sangat berdekatan jadi kadang salah pencet. 2. Tidak ada fitur dm. 3. Tidak ada fitur untuk melihat siapa yg belum follow back kita. 4. Tidak ada fitur search timeline (semoga update kedepannya bakal dipertimbangkan untuk ditambahkan);netral
Baru download bbrapa jam yg lalu, udah mulai muncul bug nya aduug padahal seru dan udah mulai muncul APLIKASI TERHENTI, notifikasi gak muncul, masih bayi kali ya jadi harus ada penyesuaian. Tapi kalo bisa secepatnya di perbaiki sih kalo gak mau kalah saing sama aplikasi burung putih;negatif
Bagus sih... Tapi kalau bisa tingkatkan lagi bisa untuk upload dari Instagram langsung bisa masuk ke Threads. Jadi tidak perlu upload dua kali ke Instagram dan Threads. Lebih simpel dan praktis. Seperti buat story dari Instagram ke FB;positif
Bagus bangat, serasa nostalgia di apk burung jaman old.;positif
aneh, padahal dah keinstal tapi tidak muncul di halaman layar, saya yakin ini bug aplikasinya, karena saat saya mencoba mengunduh aplikasi lain baik² saja tapi saat threads di instal tidak mau muncul di halaman layar. Bahkan saat dicoba untuk dibuka dari playstore pun tetap tidak bisa, tapi setelah saya hapus dan unduh lagi selama 3x baru bisa. Hadehh buang buang kuota internet;negatif
Kenapa gak bisa di buka? Terjadi kesalahan. Padahal baru login.;negatif
Betah di sini, enak. Gak ada pilih kasih. Gak minder sebab pengguna baru. Toh tulisan pengguna baru sekali pun langsung berada di beranda orang lain, meskipun mereka gak mem-follow kita.;positif
Tingkatkan lagi fitur-fiturnya agar lebih menarik & ramai dikunjungi. 👍;positif
Newsfeed terlalu berantakan, postingan yang muncul tidak tertata semua akun centang biru yang tidak jelas dan tidak relevan dengan minat saya. Orang saya follow malah jarang terlihat postingannya. Menu juga sangat terbatas seperti edit profil semua harus di edit di akun Meta atau akun Instagram;negatif
Baru sekali post sih masih belum ramai dikunjungi, nunggu akhir tahun X ya;netral
Bagus banget apk nya walaupun ada sedikit bug;positif
Aplikasinya baguss, saya nyaman pakainya. Saya predikis aplikasi ini bakal jadi app yang rame sih kedepannya. Cuman minta ditambahin fitur-fiturnya dong. 1. EDIT THREAD (soalnya kalau ada salah di konten yg udah kita upload, itu harus hapus lagi dan ketik ulang. Repot;positif
tidak dapat di install, tolong perbaikan nya;negatif
Tolong pihak threads dan ig naikin keamanan nya, karena baru saja terjadi threads saya kena phising dan hasilnya akun ig saya kena retas orang lain yang saya tidak kenal tolong naikin keamanan nya, karena saya sangat d rugikan ..;positif
Okee apk nya udah lumayan bagus tapi mohon banget buat ditingkatkan fitur-fitur lain seperti - translate karena perlu banget buat kebutuhan ngefangirling🙏🏻 - juga tolong banget untuk memposting foto/videonya agar bisa per-folder supaya gak cape ngescroll kebawah-bawah, soalnya isi galeri saya banyak :) - selanjutnya buat android tolong segarakan bisa save foto, soalnya saya mau save memeಥ⁠‿⁠ಥ Note: mohon didengar, karena ini bakal diubah tergantung fitur apk nya;netral
Aplikasi yang sangat berguna! Antarmukanya intuitif dan mudah digunakan. Saya sangat terbantu dengan fitur-fitur yang disediakan. Terima kasih kepada pengembang atas kerja kerasnya!;positif
Please perbaikin timeline nya, banyak akun yang gak di follow malah yang muncul, susah cari akun yang di follow harus nyalain notifikasi lonceng dulu baru ada, gak ada bookmark, gak ada pin...;negatif
Sama seperti Twitter tidak ada Abuse User, Akun ku masih Sepi, bisa Upload Foto/Gambar Meme dengan Lancar meskipun Kualitas nya tidak HD atau HQ, masih belum menemukan Bug.;netral
Bagus bnget, tpi masih banyak kekurangan nya kaya *Tiap ganti liat video, videonya otomatis ngeMUTE sendiri *harus ada fitur markah biar sesuatu yg kita suka tinggal nyari di markah biar gk repot nyari ngeslide di akun yg sudah banyak postingannya *Harus ada fitur simpan ke galeri bagusnya buat video dan gambar juga;positif
Thumbnail website tidak tampil. 👎 Padahal sebelumnya baik-baik saja. Pas mengetik, thumbnail awalnya tampil, tapi ketika diunggah, thumbnail berubah menjadi tidak tampil alias hanya berupa link.;negatif
Sudah cukup bagus, akan lebih baik jika ada fitur terjemahan kedalam bahasa yang dapat di tentukan, dan terdapat seting dark mode dan sebagainya;netral
sama persis spt Twitter, cuma lebih seneng aja upload foto ukuran besar,gak capek2 di edit dulu,semoga bisa ditingkatkan dg fitur 2 yg lebih menarik,;positif
Sebenarnya, aplikasi ini bagus karena dapat mendampingi Instagram. Namun tak ada fitur Mode Gelap yang umum dijumpai diaplikasi lainnya.;negatif
Ini apk apa? Knp gr2 instal apk ini kok tiba2 akun2 aku hmpir di hack. Parah. Trs pas apk di uninstal kok tiba2 muncul lg di folder lain. Ngeri;negatif
Ga asik guys, ujung-ujungnya followers kita banyak yang like tetap dikit, percuma tombol ikuti di buatkan tapi yang ikuti tidak bisa melihat kiriman kita melayang di berandanya. 😂 Yaaaa ujungnya anda jugalah yang pasti kecewa 🙏😁;negatif
tidak bisa menggunggah foto beresolusi tinggi seperti foto dari kamera DSLR, selalu gagal mengunggah tolong diperbaiki.;negatif
Tolong diperbaiki dikasih pencarian yang sedang trending topik;positif
Banyak yang mengeluh setelah hapus / sumbunyikan lencana treads, tidak bisa menampilan id akun treads di bio instagram 😢😢😢 Mohon munculkan lagi lencana treads min 🙏🙏🙏;negatif
"Bagus aku suka bgt make apk ini buat nulis"" quotes soalnya tinggal share ke ig aja jdi lbh praktis";positif
Untuk tombol like gak selengkap FB;netral
Sangat bagus dan membantu supaya bisa langsung terhubung dengan beberapa akun lain;positif
Belum ada foto langsung via aplikasi, harus lewat galeri dulu kalau ambil foto;positif
Tolong tambahkan fitur untuk menyimpan file video;negatif
Aplikasi penuh dengan ketelanjangan, sangat disayangkan ,banyak cewek2 penjual diri yang sangat banyak, aku rekomendasiin jangan download.;negatif
habis diupdate kok malah lelet mana kabar brandanya stak ini itu itu aja yang tampil;negatif
Postingan saya tentang Hamas di hapus. padahal dia tidak menyakiti siapapun. Hamas bukan teroris! Hamas tidak membunuh ribuan bayi dan wanita!;negatif
Ini masih banyak kekurangan, 1. Tidak ada terjemahan padahal yang mengunakan berbagai negara. 2. Tidak bisa mengirim pesan. Catatan: jangan pernah ada iklan di threads supaya tidak menjengkelkan. Cukup Instagram yang banyak iklan threads jangan. Thank you:);negatif
Masih enak di Twitter, karena bisa menerjemahkan bahasa asing, ini belum bisa dan seharusnya login nya tidak harus pakai Instagram, ada yang ngeluh menghapus apk ini sama aja menghapus akun Ig.;negatif
Lumayan,cukup di perbaiki lebih baik;netral
over all bagus, berasa nostalgia pake app sebelah. saran untuk mimin : 1. tambahkan fitur #hashtag 2. tambahkan fitur translate 3. tambahkan fitur save photo pada device android 4. jangan dikit2 kasih warning ke konten yang sebenernya fine fine aja. sisanya udah oke semua. tetep konsisten ya, jangan sampe appnya jadi banyak iklan. thanks!;positif
Saya menemukan bug dimana saat melihat foto / video yang tampil di beranda maupun di akun orang lain, media tersebut tidak mau memperlihatkan gambar ataupun video padahal koneksi internet saya sangat teramat lancar.;positif
Satu masukan, kayaknya butuh segera dibuat fitur beranda khusus yang kita ikuti aja deh semacam ig. Biar lebih nyaman scrolling karena yang sekarang ini rancu banget random orang-orangnya, random yang serandom itu jadi bikin agak males...;netral
Minimal postingan nya bisa di arsip lah 😞;netral
apk yg lumayan utk menambah perkembangan akun ig yg burik;positif
Sejauh ini cukup bagus. Untuk algoritma feeds mungkin bisa dipertahankan seperti ini tapi dengan mengurangi postingan rekomendasi, lebih utamakan postingan dari akun yang kita follow saja. Untuk yang lainnya mungkin hadirkan juga fitur terjemahan.;netral
Menurut aku sih enakan aplikasi burung lebih tenang warna tampilannya;positif
lancar dan bisa upload media full HD;positif
aplikasi yang bagus dan semoga bisa lebih baik kedepan nya;positif
Sama aja aplikasi tapi ga netral, pendukung zionist, pro isriwil genosida Banyak kali utas bayaran 💩💩💩🖕🖕🖕;negatif
Untuk aplikasi nya sudah bagus, tapi tolong kedepannya di tambahin fitur seperti translate, save photo dan mode penghemat data. thanks;positif
Aplikasi ini lebih bagus daripada yang Ono noh yg dulu logonya burung warna biru skarang jadi logo X berlatar hitam🙄 Thank Threads Semoga tidak seperti aplikasi sebelah penuh drama dn aturan nya ehmm🥺🤗;positif
"saat memosting foto banyak sekaligus, aplikasi tiba tiba keluar sendiri, dengan tulisan ""threads telah berhenti"". mohon untuk pihak aplikasi segera memperbaiki, terimakasih 🙏";negatif
Tolong tambahkan fitur edit ketika ingin mengupload media. Ketika saya ingin mengupload foto dan perlu ditambahakan kata-kata atau sticker maupun memotong ukuran foto itu belum tersedia. Jadi harus mengubahnya/menambahkan di luar aplikasi ini.;positif
Kedepannya kembangin lagi bang Zuck, algoritmanya udah bagus cuma kurang lengkap beberapa fitur contohnya kayak save foto ada juga beberapa masalah seperti masalah loading saat upload yang memakan waktu dan juga pusat notifikasi yang jadi menumpuk;positif
Pengalaman saya selama ini di hp oppo realme c2 OS 9.0 pas mode gelap bawaan dari realme nyala, aplikasi Threads ngebug dengan tampilan menumpuk dan berulang terus. Namun setelah mode gelap bawaan realme saya matikan aplikasi Threads dapat berjalan dengan normal.;positif
Nggak terlalu mirip sama si burung. Aku butuh fitur semacam translate, tagar, pokoknya yang persis si burung. Selain itu kayanya udah oke. Oh iya, tolong tambahin fitur edit dong pas nge threads. Biar kalau ada typo or something bisa diperbaiki. Mungkin kalau terlalu mirip bakal di cap plagiarisme ya? Idk but aku bener bener butuh fitur yang kusebutin diatas. Resolusi pas ngunggah foto juga tolong diperbaiki. Tq;netral
meski belum mengerti atau memahami cara menggunakan Threads😃;positif
Apl nya bagus bisa mengikuti perubahan;positif
Permulaan yang bagus dengan firur yang diberikan, aplikasi nya juga keren, semoga kedepannya makin banyak fitur² yang mendukung;positif
Aplikasinya bagus, tapi tolong logonya diganti jadi burung biar tambah keren. Toh apk sebelah juga udah nggak pake logo itu;positif
Mungkin perlu dibuat versi lite nya karena di beberapa device banyak bug, terutama error lag homepage saat scrooling.. klo ini versi trial/beta masih banyak yang harus di perbaiki.;negatif
Udahh bagus, cuma untuk konten yang disediakan untuk threads nya tolong disesuaikan dengan minat masing-masing akun, isinya jadi boring, juga beranda threads nya cuma diisi dengan pengguna centang biru, agak ribet kalau harus disembunyikan/diblokir dulu;netral
Masih baru jadi masih gimana gitu, saran aja tambahin fitur pencarian kata, translate dan sebagainya supaya lebih enak pakainya, timeline juga tolong jangan random random bgt, sesuaikan sama topik yang kita suka dan ikutin;positif
Aku baru coba download, tapi lag. Layarnya gerak terus, tulisan gak bisa kebaca karna dempetan. Mungkin ada penyebab dan solusi gitu supaya bisa makai dengan oke. Tq;netral
