content;label
"coba deh threads ubah format tanggalnya jangan pake mingguan tapi pake tanggal & jam berapa tepat. terus, di segmen explore, improve search barnya biar ga kalah sama X & Tiktok. ini apk penulisan sisi lain Instagram, tp search barnya jangan disamain dengan IG yg lebih efektif mencarinya lewat ""#"" & nama doang";netral
beri sedikit kemudahan dan agar bisa selalu lancar gampang di hafal simpel exskitif dari dalam aplikasi untuk lebih baik dan terus terbaik untuk semua pengguna;positif
Kok gak ada penerjemah bahasa ya..tolong dong di tingkatkan lagi..diperbaharui lagi biar bisa ngerti kalau yg lainnya berbahasa inggris maupun Korea..😔;positif
Woyyy kenapa gw nggak bisa komen dithreads orang lain?? Dan kenapa setiap gw like, share utas baik foto/video tetap GK bisa kirim.. solusiny gimana ini?? Apa perlu gw hapus lagi ini aplikasiny? Kesel banget anjirrr, rugi gw install aplikasi ini... Parah bangettt Gak Guna!!!!!!!!!!!!!!! Ku kira aplikasinya WOW ternyata Naudzubillah gw download, pdhl gw pke hpny bru loh, memory card pun masih kosong.. bru ke install App IG sm app ini.. tpi hasilny stlh install app threads tdk sesuai ekspetasi !!!!;negatif
kesel banget treads gaada fotur draftnya kayak di Twitter, saya udah ngetik panjang banget sampai berjam jam hilang gitu aja cuma garagara hp saya mati udah berkali kali kek gitu, jadi hilang mood;negatif
Aku kasih bintang 3 dulu semoga bisa diperbaiki kedepannya, catatanku : belum ada fitur translate, beranda masih campur aduk padahal tidak memfollow, tidak ada tema untuk tampilan dark mode, fitur auto following dihilangkan saja, ada pilihan untuk hapus akun, tidak ada bookmark Semoga jadi perhatian terimakasih;netral
aplikasi bagus dan berguna juga, tapi terkadang ada bug dan keluar apk dgn sendirinya, tapi untuk sekarang aplikasi nya bagus² aja;positif
Aplikasi baru liris, masih ada banyak bug dan kendala server seperti buffering homepage yang terlalu lama padahal sudah clear data cache dan jaringan stabil, saat mau searching hanya muncul tampilan akun saja tidak ada postingan apapun selain akun orang, memang aplikasi ini mirip Twitter tapi fiturnya masih kurang drastis sebenarnya tidak masalah asalkan tidak ada batasan atau close server.;positif
Mantap, hanya saja karena belum familiar bagi netizen atau pengguna IG, jd blm byk pengikut atau org yg berinteraksi. Masih sepi. Padahal fiturnya mirip2 FB, bagus jg;positif
Aplikasi nya udh bagus tapi ada beberapa fitur yang ditambahkan, seperti fitur untuk save foto, futur translate, dan fitur agar dapat membuat lebih dari satu akun. Menurut saya fitur ini harus ada, jika nanti sudah ada fitur-fitur tersebut baru nanti dikasih bintang lima;positif
Ketika di scroll semua content terulang seperti ketika anda berhasil memenangkan permainan solitaire pada windows xp mungkin mark ingin membuat efek motion blur atau apa saya tidak tahu, bug ini hilang jika saya membuka recent app saya dan menutupnya kembali namun bug ini akan tetap ada ketika saya menscroll halaman;negatif
sumpah nih apk bagus banget, cuma tampilannya aja kurang oke menurut ku. 1. Tombol Like koment dan share nya sangat berdekatan jadi kadang salah pencet. 2. Tidak ada fitur dm. 3. Tidak ada fitur untuk melihat siapa yg belum follow back kita. 4. Tidak ada fitur search timeline (semoga update kedepannya bakal dipertimbangkan untuk ditambahkan);netral
Aplikasi threads ini merupakan aplikasi yang mirip sekali dengan Twitter yah, hampir mirip hampir menyerupai Twitter yah, hehehe tapi aplikasi ini menurut saya pribadi sangatlah berguna bagi para penggunanya, karena aplikasi ini tuh bisa bermanfaat baik bagi masyarakat di negara kita maupun dari luar negeri sana.;positif
Okee apk nya udah lumayan bagus tapi mohon banget buat ditingkatkan fitur-fitur lain seperti - translate karena perlu banget buat kebutuhan ngefangirling🙏🏻 - juga tolong banget untuk memposting foto/videonya agar bisa per-folder supaya gak cape ngescroll kebawah-bawah, soalnya isi galeri saya banyak :) - selanjutnya buat android tolong segarakan bisa save foto, soalnya saya mau save memeಥ⁠‿⁠ಥ Note: mohon didengar, karena ini bakal diubah tergantung fitur apk nya;netral
Bagus sih... Tapi kalau bisa tingkatkan lagi bisa untuk upload dari Instagram langsung bisa masuk ke Threads. Jadi tidak perlu upload dua kali ke Instagram dan Threads. Lebih simpel dan praktis. Seperti buat story dari Instagram ke FB;positif
Ini masih banyak kekurangan, 1. Tidak ada terjemahan padahal yang mengunakan berbagai negara. 2. Tidak bisa mengirim pesan. Catatan: jangan pernah ada iklan di threads supaya tidak menjengkelkan. Cukup Instagram yang banyak iklan threads jangan. Thank you:);negatif
Baru download bbrapa jam yg lalu, udah mulai muncul bug nya aduug padahal seru dan udah mulai muncul APLIKASI TERHENTI, notifikasi gak muncul, masih bayi kali ya jadi harus ada penyesuaian. Tapi kalo bisa secepatnya di perbaiki sih kalo gak mau kalah saing sama aplikasi burung putih;negatif
aneh, padahal dah keinstal tapi tidak muncul di halaman layar, saya yakin ini bug aplikasinya, karena saat saya mencoba mengunduh aplikasi lain baik² saja tapi saat threads di instal tidak mau muncul di halaman layar. Bahkan saat dicoba untuk dibuka dari playstore pun tetap tidak bisa, tapi setelah saya hapus dan unduh lagi selama 3x baru bisa. Hadehh buang buang kuota internet;negatif
Newsfeed terlalu berantakan, postingan yang muncul tidak tertata semua akun centang biru yang tidak jelas dan tidak relevan dengan minat saya. Orang saya follow malah jarang terlihat postingannya. Menu juga sangat terbatas seperti edit profil semua harus di edit di akun Meta atau akun Instagram;negatif
Sejauh ini cukup bagus. Untuk algoritma feeds mungkin bisa dipertahankan seperti ini tapi dengan mengurangi postingan rekomendasi, lebih utamakan postingan dari akun yang kita follow saja. Untuk yang lainnya mungkin hadirkan juga fitur terjemahan.;netral
"Aplikasinya baguss, saya nyaman pakainya. Saya predikis aplikasi ini bakal jadi app yang rame sih kedepannya. Cuman minta ditambahin fitur-fiturnya dong. 1. EDIT THREAD (soalnya kalau ada salah di konten yg udah kita upload, itu harus hapus lagi dan ketik ulang. Repot; 2. PENGAPLIKASIAN TAGAR (Biar pengguna lebih mudah menjangkau konten kesukaan mereka, jadi pas di pencarian, jangan cuman akun-akun penggunanya aja yang muncul, tapi juga sama konten yg tagarnya terkait dengan yang kita cari)";positif
Tolong perbaiki untuk update selanjutnya, terjadi bug tiba tiba keluar sendiri log out, dan Instagram saya juga tiba tiba keluar juga. Mohon untuk update selanjutnya diperbaiki agar tidak keluar sendiri akunnya;netral
Aku baru coba download, tapi lag. Layarnya gerak terus, tulisan gak bisa kebaca karna dempetan. Mungkin ada penyebab dan solusi gitu supaya bisa makai dengan oke. Tq;netral
Masih baru jadi masih gimana gitu, saran aja tambahin fitur pencarian kata, translate dan sebagainya supaya lebih enak pakainya, timeline juga tolong jangan random random bgt, sesuaikan sama topik yang kita suka dan ikutin;positif
Nggak terlalu mirip sama si burung. Aku butuh fitur semacam translate, tagar, pokoknya yang persis si burung. Selain itu kayanya udah oke. Oh iya, tolong tambahin fitur edit dong pas nge threads. Biar kalau ada typo or something bisa diperbaiki. Mungkin kalau terlalu mirip bakal di cap plagiarisme ya? Idk but aku bener bener butuh fitur yang kusebutin diatas. Resolusi pas ngunggah foto juga tolong diperbaiki. Tq;netral
Pengalaman saya selama ini di hp oppo realme c2 OS 9.0 pas mode gelap bawaan dari realme nyala, aplikasi Threads ngebug dengan tampilan menumpuk dan berulang terus. Namun setelah mode gelap bawaan realme saya matikan aplikasi Threads dapat berjalan dengan normal.;positif
Sebenarnya ini aplikasi dah bagus sih cuma kurang lengkap aja fitur-fitur nya salah satunya fitur terjemahan jadi agak susah kalo baca nya tulisan thailand harus ke google dulu😁 jadi saya harap bisa di tambahin fitur terjemahan yaa;positif
over all bagus, berasa nostalgia pake app sebelah. saran untuk mimin : 1. tambahkan fitur #hashtag 2. tambahkan fitur translate 3. tambahkan fitur save photo pada device android 4. jangan dikit2 kasih warning ke konten yang sebenernya fine fine aja. sisanya udah oke semua. tetep konsisten ya, jangan sampe appnya jadi banyak iklan. thanks!;positif
Bagus bnget, tpi masih banyak kekurangan nya kaya *Tiap ganti liat video, videonya otomatis ngeMUTE sendiri *harus ada fitur markah biar sesuatu yg kita suka tinggal nyari di markah biar gk repot nyari ngeslide di akun yg sudah banyak postingannya *Harus ada fitur simpan ke galeri bagusnya buat video dan gambar juga;positif
Tolong tambahkan fitur edit ketika ingin mengupload media. Ketika saya ingin mengupload foto dan perlu ditambahakan kata-kata atau sticker maupun memotong ukuran foto itu belum tersedia. Jadi harus mengubahnya/menambahkan di luar aplikasi ini.;positif
Sejauh ini cukup bagus tapi saranku mungkin bisa di tambahkan juga di pusat akun meta jadi bisa auto posting di 3 aplikasi sekaligus IG, Facebook, Threads Dan aplikasi ini belum tersedia mode gelap, jadi mungkin bisa di tambahkan, dan juga foto belum bisa di simpan atau di download secara langsung, serta masih ada beberapa bug yang munkin harus di perbaiki, itu saran dari saya sebagai user;positif
Satu masukan, kayaknya butuh segera dibuat fitur beranda khusus yang kita ikuti aja deh semacam ig. Biar lebih nyaman scrolling karena yang sekarang ini rancu banget random orang-orangnya, random yang serandom itu jadi bikin agak males...;netral
Mungkin perlu dibuat versi lite nya karena di beberapa device banyak bug, terutama error lag homepage saat scrooling.. klo ini versi trial/beta masih banyak yang harus di perbaiki.;negatif
Threads gk ramah kayak dulu, padahal baru buka, tpi yg lewat cewek2 yg pada ngeliatin aurat nya, ni apk lama kayak fb co, mending ni apk di setting buat tulisan aja, gk usah ada upload2 gambar video segala, jadi kayak note aja;negatif
Udahh bagus, cuma untuk konten yang disediakan untuk threads nya tolong disesuaikan dengan minat masing-masing akun, isinya jadi boring, juga beranda threads nya cuma diisi dengan pengguna centang biru, agak ribet kalau harus disembunyikan/diblokir dulu;netral
Mau ngasih saran dikit hehehe, mohon dikasih fitur untuk bisa ngesave video maupun foto🙏;positif
Kedepannya kembangin lagi bang Zuck, algoritmanya udah bagus cuma kurang lengkap beberapa fitur contohnya kayak save foto ada juga beberapa masalah seperti masalah loading saat upload yang memakan waktu dan juga pusat notifikasi yang jadi menumpuk;positif
salah satu apk fav tapi msh ada bug yg mengganggu..mohon diperbaiki untuk kedepannya;netral
Saya harap ada fitur untuk menghapus followers. Selain dari itu fitur lainnya cukup menarik untuk dinikmati.;netral
Tolong search engine na dibuat seperti Twiter, agar lebih gampang lihat post orang lain, Dan fitur trending nya masih kosong;positif
sedikit lebih plong di apk Threads, ketika mau bercerita tp tidak punya teman untuk bercerita. Threads lah tempat curhat ternyaman ku.;positif
Threads cukup bagus, tapi tidak bisa meng edit Stts yg salah dlm mengetik;positif
aplikasi bagus kontennya bisa di saring, gak kayak sebelah centang biru berbayar😂😂;positif
Tolong dikasih fitur edit dong saat udah dipublish, biar kalau typo ga perlu hapus dan aplud ulang threads.. kan lelah.;positif
Membuat status dan menulisnya Saya suka aplikasi thread dari instagram Membagikan setiap momen Sungguh luar biasa !!!;positif
Tolong tambah mode gelap dong,sma fitur supaya bisa save video;positif
simple bagi aku pengguna yang masih kurang paham cara main nya threads, tapi mau belajar pasti bisa⭐⭐⭐⭐⭐;positif
sementara tiga bintang dulu, krn ini baru blajar aplikasi ini, sementara lumayan bagus gak ribet ,,;netral
Betah di sini, enak. Gak ada pilih kasih. Gak minder sebab pengguna baru. Toh tulisan pengguna baru sekali pun langsung berada di beranda orang lain, meskipun mereka gak mem-follow kita.;positif
Untuk aplikasi nya sudah bagus, tapi tolong kedepannya di tambahin fitur seperti translate, save photo dan mode penghemat data. thanks;positif
Menurut ku aplikasi ini sudah sangat bagus. Tampilan U.I nya menarik dan unik. Sementara di aplikasi ini harus punya tambahan fitur lagi yaitu: peningkatan keamanan, Stories, Edit Tweet, melihat bagian media saja, dan melihat bagian apa yang dia sukai di tweet ini. Aku kasih rate 5 untuk aplikasi ini. Walaupun aplikasi masih tahap rilis baru ini;positif
Sebenarnya sudah bagus, sayang fitur seperti hastag masih belum tersedia, semoga diupdate terbaru mas Mark Zuckerberg nambahin banyak fitur keren.;positif
Tampilan interface berantakan banget, banyak mayor bug sampe males bukanya, ujung2nya apa? Balik lagi ke Twitter, tolong perbaiki dulu aplikasinya sebaik mungkin, baru gua stop main Twitter.;negatif
Baru coba sih, ini gimana ya munculin lagi lencana threads yang disembunyikan biar bisa muncul lagi di profil ig? Udah di orak atik nggam bisa muncul lagii.. huuu;netral
Fiturnya tambahin, tampilannya ditambah biar makin menarik dan bervariasi. Terutama latar belakangnya jangan putih polos, kasih warna warni. Jadi ga bosenin... 🙏;positif
Aplikasinya bagus.. Saya beri 5 bintang.. Tapi Harap Tambahkan beberapa fitur Seperti : – Save Gambar atau Video – Edit Postingan – Mode Gelap Dan masih ada Bug bug lainnya;positif
Tambahin fitur translet bahasa dong. Bagi saya yang tidak mengerti bahasa asing untuk menikmati utasan orang lain yg pakai bahasa asing jadi tidak bisa! Nanti setelah ada fitur translet saya akan mengedit ulasan saya menjadi bintang 5. Mantap sudah di tambahan fitur nya⭐⭐⭐⭐⭐;positif
Untuk sekarang masih minim fitur. seperti gak bisa save gambar/video, belum ad tagar, belum ada fitur translate dan masih ditemukan bug. Semoga kedepannya lebih di optimalkan;positif
Saya mengalami Bug atau cuma di hp saya,ketika di buka app seperti langsung banyak halaman dan bertumpuk, saya tidak tahu ini kenapa,apa ada email yang bisa di kirim untuk konfirmasi bug;negatif
Di aplikasi ini masih terdapat bug yang sangatlah merusak aplikasi, yaitu dimana teks-teks disana saat digeser ke bawah atau atas malah memblok teks lainnya. Mohon untuk diperbaiki segera.;netral
Aplikasinya bagus. tapi harus ditambahkan fitur dark mode, kirim pesan secara pribadi dengan teman, dan satu lagi tolong di update agar support di browser atau desktop komputer. Kan ada beberapa orang yang belum punya handphone;positif
tampilannya sangat simple, menarik dan karakter kalimatnya pun juga bisa 500-an per-kata. tapi masih ada 1 fitur yg belum diaktifkan yaitu setingan terjemahan bahasa dari berbagai negara di dunia.;positif
kecewa karena ada bug , saat saya mengscroll kebawah dan keatas, tampilan beranda,tulisan, teks teks, poto, dll... seperti tampilan error, jadi saat di scroll teks/poto nya seperti tidak mau bergerak;netral
Cukup baiksi menurutku, tp seharusnya no yang bisa ditampilkan di bio ig kalau sudah dihapus bisa dipasang kembali, jangan hanya sekali, tp maklum la ya baru awal, semoga bisa diperbaiki;positif
upload gambar, 'thumbnail' nya buram semua hanya abu-abu.... saat refresh di tombol 'home' rekomendasi threads kebanyakan bahasanya bule... tambah susah lagi gak ada fitur terjemahan.;negatif
Tambahkan fitur upload foto dan video langsung direkam tanpa harus dari folder file. Pisahkan antara yang aku following dengan akun rekomendasi, jangan di campur di beranda. Tambah fitur tampilkan akun di bio Instagram jika sudah terlanjur di sembunyikan.;negatif
Sudah bagus, vibesnya dan ui nya lebih baik dari twitter menurutku. fiturnya masih kurang lengkap misal fitur save atau tags masih belum ada. Agak susah pula kalau pindah akun dan akun yg sudah dibuat tidak bisa dihapus. Kalau untuk upload foto atau video saya belum mencoba tetapi dari pengamatan saya foto yang diupload di threads lebih tajam dan tidak terkena kompresi seperti di instagram. Jadi menurut saya untuk urusan upload foto threads ini sudah sangat bagus;netral
Tolong diperbaiki bugnya,, masak setiap buka beranda dan status orang kok tiba-tiba suka keluar,, sekalian tolong tambah kan fitur terbaru dari fitur DM, Hastag, Trending Penerjemah dan Voice Note di setiap utas dan kolom komentar.;negatif
Thumbnail website tidak tampil. 👎 Padahal sebelumnya baik-baik saja. Pas mengetik, thumbnail awalnya tampil, tapi ketika diunggah, thumbnail berubah menjadi tidak tampil alias hanya berupa link.;negatif
Ketika mencoba aplikasi baru, saya kira tidak perlu login dulu, apakah tiktok melakukannya.. saya kira tidak perlu mengunci seseorang dengam login ketika ini adiktif;negatif
Saya menemukan bug di aplikasi ini, tidak ada menu keranjang kuningnya. Perlu banyak perbaikan karena biasa aja aplikasinya ga ada inovasinya, klo bisa aplikasinya yang menghasilkan uang juga bukan cuma dosa, jadilah meta bukan mata mata.;negatif
Saya masih belum menemukan apa yang khas dari Threads? Saya menyarankan agar ada fitur trending, namun bukan fitur trending biasa. Fitur trending yang bisa tingkat nasional dan tingkat provinsi agar pengguna Threads semakin aktif membahas peristiwa terkini tidak hanya di tingkat nasional tapi juga tingkat provinsi. Selain itu font dan warna font, saya pikir hitamnya terlalu tebal jadi terlalu strong ketika dilihat, pemilihan font nya juga kurang tepat krn terlalu kaku.;positif
gaesss tau kok masih pada bermasalah sama aplikasinya, gua juga.. notif berantakan, gabisa liat siapa yang belom follow atau udah follow.. tapi aplikasi ini kan baru launching jadi pastinya banyak masalahnya.. jadi doain aja di next update nanti, lebih baik dari yang ini.. kita tungguin aja update selanjutnya;positif
"tolong adain fitur baru yang menarik contohnya kaya bisa dengerin lagu bareng - bareng sama tmn, terus adain ""follow back"" biar ga capek ngecek satu2 !! fitur voice note sabi sih tp dibatasin waktuny. terakhir fitur DM . thank you !!";positif
Lumayan bagus, mohon ditambahkan fitur: 1. Notifikasi followers tidak digabung 2. Bisa lihat following yang tidak followback 3. Schedule posting 4. Jumlah likes di profil seperti aplikasi TT 5. Search keyword untuk posting / trending;netral
Ini kenapa dah baru beberapa jam make aplikasi ini pas lagi milih photo dan klik selesai aplikasinya tiba-tiba keluar sendiri... Jadi susah untuk posting sesuatu;negatif
Bagus ajasih. Mirip twtr pas baru2 launching. Tp blm bikin nyaman krn timeline nya kek tempat sampah. Gak bisa di filter.;negatif
Bagus. Cuma sepertinya postingan yg sudah dipost tdk bisa edit yaa? Jd harus hapus postingan kita dulu baru upload lagi (iya gk si? Atau aku yg masih kagok sm aplikasi ini *wkwk) Juga butuh translate utk postingan yg menggunakan bahasa mereka. Biar orang asing bisa paham apa yang ditulis (gk nemu jg yg 1 ini, atau mungkin belum kenal betul fitur²nya 😁);positif
Yuhuu baru instal, baru coba, langsung nge bug. Mau bikin postingan dg menambahkan foto, eh langsung keluar aplikasi. D perbaiki lagi yaaaa;negatif
Aplikasi nya sangat bagus termasuk fitur² nya, tpi saya kasih segini dlu soalnya kualitas upload foto/video nya masih kurang bagus tidak seperti Instagram;positif
Sejauh ini semua terlihat bagus, terintegrasi antar platform Meta. Khususnya IG & WA. Masukan pertama adalah menambahkan dukungan ikon Material You untuk Android. Saat yang tepat ketika Twitter goyang dikarenakan beberapa isu.;positif
"Saya cuma mengkritik 1 hal, yaitu tolong diperbaiki lagi aplikasi ini, terutama bagian ""simpan"".. minimal bisa simpan foto postingan lah🙏🏼🙏🏼🙏🏼";negatif
Saat memutar video, suara selalu mati, tolong sediakan settingan agar bisa selalu dibuka, agar tidak perlu buka suara satu2 videonya;netral
Kita membutuhkan fitur terjemahan, dan juga fitur beralih akun, adain fitur hastag dan fitur download foto juga, semoga saran ini didengarkan agar ini aplikasi bisa semakin berkembang;negatif
"Kekurangan 1.terlalu berat lag kalau scroll panjang ""hp gw kentang cuy""😁 2.gk ada mode gelap, mata auto sakit 3.Kadang pas refresh loading nya gk selesai selesai, padahal di fb atau di ig lancar² aja😁";netral
Ini aplikasinya kenapa ya! padahal saya tidak ada follow orang tapi di notifikasi threads yang masuk ke saya kok saya bisa follow seseorang apakah memang seperti itukah? untuk loginnya juga menurut saya bisa di pisahkan saja kenapa harus di tautkan dgn aplikasi Instagram kenapa tidak di bikin login nya terpisah aja mungkin login nya bisa di buat menggunakan google atau kata sandi aja tersendiri? Jika mau menautkan aku Instagramnya mungkin bisa melalui pengaturan di aplikasi saja..;negatif
Threads bagus bangetlah, selama ini saya gak ketemu konten NSFW apapun, namun size apk threads cukup berat dan buffering kontennya lama bgt, beda kyk Instagram, padahal ui nya lebih simple dari FB dan IG, sarannya cuma size dan audio meetingnya aja, mudah2an bisa membantu developer😊;positif
"aplikasinya bagus, tapi akan lebih baik bisa diberikan fitur yang bisa ngeliat siapa yang gk follback kita, terus jangan terlalu dibatasi kegiatan kita seperti ngecek"" followers tiba"" eror gk bisa di cek lg hrus nunggu beberapa jam baru bisa baik lagi";positif
Ada bug mungkin hanya pengguna android saja yang mengalami, bug glich.. Padahal baru login dan baru 1 sentuhan scrol langsung tampilan nya nge-glich, Mohon diperbaiki dan mampu menjadi pengganti twitter;positif
"Bagus banget.. cuma tolong tambahkan fitur ""sematkan"" "" tagar"" dan bisa untuk banyak akun :).. ga cuma satu akun utama saja gitu sih:).. Kalo sudah ada aku kasih bintang 5.. yah dan saya tahu ini masih awal.. tapi ini sedikit saran dari saya.. dan banyak dari teman saya yang mengajukan yang seperti saya sarankan";positif
Sudah cukup bagus, akan lebih baik jika ada fitur terjemahan kedalam bahasa yang dapat di tentukan, dan terdapat seting dark mode dan sebagainya;netral
Sejauh ini tidak ada masalah tapi ya masih kurang karena tidak ada nya fitur terjemahan, dimohon untuk kedepannya fitur terjemahan di adakan agar tidak perlu pergi ke translate untuk menerjemahkan bahasa asing.;positif
Aplikasi yang bagus. Kompetitor aplikasi yg sangat kompetitif. Lebih mudah ketemu dengan teman2 karena ter integtitas langsung dengan medsos yang lainnya.;positif
Sebenarnya ini aplikasi yang cukup bagus. Tapi alangkah baiknya mohon diperbaiki kembali. Dikarenakan adanya glitch yang cukup menggangu pada halaman beranda.. entah ini dari HP saya, atau memang dari kesalahan aplikasinya. Apabila seluruh aplikasi ini yang sudah terinstal tidak menemukan glitch yang sama seperti saya, what should i do for fixed this glitch?. Terimakasih atas perhatiannya..;netral
Fiturnya terbilang masih minim, tapi untuk tampilannya udah cukup bagus nan ringan. Namun, saya harap ke depannya fitur tagar dapat dimaksimalkan lagi.;positif
Aplikasi berjalan dengan baik dan lancar, hanya ada beberapa bug kecil. Harapan untuk kedepannya bisa ditambahkan fitur penerjemah bahasa🙏🏻;positif
apk nya bagus sih, tapi masih kurang kayak gak ada translate, terus tl juga masih berantakan yang gak mutualan lewat tl mulu kesel. terus kenapa akun ig gue jadi gak bisa dibuka, balik lagi balik lagi nangissss;netral
Sejauh ini cukup bagus. Aku kurang suka karena gak bisa melihat daftar orang yang kuikuti. Gak bisa cari topik yang kuminati juga di bagian pencarian. Saat aku cari Stray Kids misalnya, yang muncul cuma akun-akun terkait.;netral
Sebenarnya, aplikasi ini bagus karena dapat mendampingi Instagram. Namun tak ada fitur Mode Gelap yang umum dijumpai diaplikasi lainnya.;negatif
Bug langsung di rasakan saat scrool untuk pertama kalinya. Text tidak mengikuti gerakan layar dia hanya diam dan membuat bayangan seperti fps. Dan terus tertumpuk saat membuka jendela lain.;negatif
Kukasi ki bintang 4 dulu kanda krn di beranda biar yg tdk di follow tampilki postingannya. Dan yg paling penting semoga bisaki filter yg posting konten² 18+, jngn sampai kayak aplikasi burung biru di' hehe massukku kusuka tonji saya tapi tabe' sebelumnya kanda bukan apanya kah jan sampe banyak yg beralih kesini na nanti samaji yg di sajikan di aplikasi burung biru;positif
Tolong di perbaiki pas share status di feed instagram, tiba-tiba post feed instagram saya salah satu hilang, perbaikan lagi fiturnya biar lebih pro ada kirim pesan, notif pertemanan follback nya dan live siaran, terimakasih;positif
Bagus untuk saat ini saya kasih bintang 4, karna belom ada fitur tagar terheboh, terbaru, terviral agar balance tidak ada topik terhangat yang terlewati dan mengikuti trending harian bisa saya naikan bintangnya 👍🏻;positif
Developer minta aplikasi ini ada fitur trending, translate bahasa, beranda hanya boleh orang yang difollow saja jadi kalau belum difollow ga boleh lewat diberanda. Semoga didengerin ya, saya akan kembali dan akan memberi bintang 5 kalau fitur fitur diatas sudah ada.;netral
mungkin kedepannya fitur² untuk mempermudah pengguna bisa ditambahkan seperti, pindah akun bisa hold tap saja, terus fitur hastag juga ditampilka dipencarian;positif
Overall bagus, cuman masih ada bug dan hal lain yang harus di tambahkan, seperti hastag, search keyword, trends, media, bookmark, pin post dll. Dan semoga standar komunitas di app ini tidak se-konyol di Facebook;netral
Masih ada bug,ketika saya ingin melakukan utas dan menambahkan foto itu tiba tiba force close,tolong segera diperbaiki!!;negatif
Pertama kali log in langsung mengalami bug , tulisan tulisan tidak jelas , tampilan seperti layar handphone rusak , tolong cepat diperbaiki;negatif
Mohon Maaf, Ini Aplikasi Sudah Di Install, Tapi Tiba² Mendadak Tampilannya UI-nya Bug Dan Glitch (Tema / Themes : Mode Gelap / Dark Mode), Tolong Perbaiki Aplikasi Ini 🙏, Terimakasih 🙏;netral
Sejauh ini app ringan & mudah digunakan, cuman untuk kolom search masih terbatas sehingga mohon diberikan logika tambahan berupa pencarian kata dari beberapa postingan threads sehingga dpt melakukan pencarian secara luas,, terimakasih;positif
